bl_part_id,bl_color_id,boid
1749,1,1241976
1750,11,532468
1750,7,532468
1750,110,532468
1750,104,532468
1750,153,532468
1750,63,532468
1750,85,532468
1750,39,532468
1750,6,532468
1750,152,532468
1750,156,532468
1750,157,532468
1750,150,532468
1750,4,532468
1750,5,532468
1750,88,532468
1750,55,532468
1750,2,532468
1750,1,532468
1750,3,532468
1751,11,927566
1751,63,927566
1751,85,927566
1751,68,927566
1751,59,927566
1751,86,927566
1751,5,927566
1751,88,927566
1751,2,927566
1751,1,927566
1751pb001,1,1429026
1751pb002,1,407050
1751pb003,68,1243255
1751pb012,11,1335566
1751pb015,3,276961
1751pb022,11,1357161
1751pb031,86,480245
1751pb032,1,467135
1751pb033,86,746747
1751pb035,1,1028899
1751pb036,1,217692
1751pb037,11,718372
1751pb038,11,532231
1751pb041L,11,1440415
1751pb041R,11,504549
1751pb042,1,
1751pb043,63,909461
1751pb047,11,447905
1751pb048,11,869254
1751pb049,11,760708
1751pb050,11,980493
1752,1,1481202
1753,5,1012473
1753,1,1012473
1754,69,384772
1756,4,1050311
1761pb01,115,442909
1762,11,572865
1762,105,572865
1762,110,572865
1762,104,572865
1762,69,572865
1762,86,572865
1762,67,572865
1762,55,572865
1762,2,572865
1762,1,572865
1762pb001,86,458614
1762pb002,90,893665
1762pb003,11,347764
1762pb004,11,1310440
1775stk01,0,
1782stk01,0,
1786stk01,0,
1817stk01,0,
1820pb01,11,961339
1820pb01,5,961339
1821stk01,0,
1826cc00pb001,155,1381944
1826cc00pb002,110,454390
1826cc00pb003,48,901605
1826cc00pb004,105,30593
1826cc00pb005,55,37616
1826cc00pb006,34,242907
1826cc00pb007,158,297665
1826cc00pb008,69,472698
1826cc00pb009,39,1195346
1826cc00pb010,157,1187022
1826cc00pb011,42,293684
1826cc00pb012,36,441496
1826cc00pb013,7,1017774
1826cc00pb014,103,43285
1826cc00pb015,7,76590
1826cc00pb016,157,1332489
1826ec00pb001,11,645234
1826ec00pb002,95,1298370
1826ec00pb003,47,331103
1826ec00pb004,105,1246493
1826ec00pb005,11,352868
1826fc00pb001,63,13495
1826fc00pb002,7,209857
1826fc00pb003,220,1002023
1826fc00pb004,5,226295
1826fc00pb005,89,578864
1826fc00pb006,4,1527146
1826fc00pb007,2,34070
1826fc00pb008,36,223290
1826fc00pb009,68,398507
1846,11,772642
1846,63,772642
1846,120,772642
1846,5,772642
1846,1,772642
1849pb01,88,167772
1854stk01,0,
1867,90,355347
1871,11,255249
1871,7,255249
1871,220,255249
1871,39,255249
1871,86,255249
1871,90,255249
1871,4,255249
1871,5,255249
1871,88,255249
1871,55,255249
1871,2,255249
1871,1,255249
1871,3,255249
1871pb001L,86,161649
1871pb001R,86,51777
1871pb002,88,63301
1872,86,1412493
1872,67,1412493
1874,12,209677
1874pb001,12,282349
1875,0,
1879,104,1137498
1879,120,1137498
1879,68,1137498
1881,110,1187687
1881,6,1187687
1881,5,1187687
1884,11,90728
1884,89,90728
1884,39,90728
1884,5,90728
1885,5,646852
1889pb01,90,1419034
1900,67,391366
1915,11,218734
1923stk01,0,
1928pb01,104,471424
1933pb01,11,745880
1935pb01,11,1125851
1936,86,1125979
1937,11,584414
1938,86,1125069
1941,47,1068423
1941,89,1068423
1941,152,1068423
1941,86,1068423
1941,115,1068423
1941,5,1068423
1941,88,1068423
1942,223,684730
1942,12,684730
1954,223,1237185
1954,230,1237185
1954a,223,
1954a,230,1286936-203
1954b,223,
1954b,230,889585-203
1954c,223,
1954c,230,591159-203
1954d,223,
1954d,230,524777-203
1954e,223,
1954e,230,1015145-203
1954f,223,
1954f,230,1008209-203
1962,110,675179
1962,5,675179
1968c01,153,1316081
1970,5,964249
1970,1,964249
1970,3,964249
1974,15,1217223
1974,98,1217223
1974,19,1217223
1974,3,1217223
1974pb01,5,124555
1979,85,1167518
1979,69,1167518
1987,11,1561652
1987pb01,223,785733
1987pb02,11,876122
1987pb03,224,776941
1988,11,148962
1988,89,148962
1988,71,148962
1989,86,1274495
1993,11,1125192
1993,36,1125192
1993,153,1125192
1993,152,1125192
1993,150,1125192
1993,2,1125192
1993pb01,11,483466
1993pb02,1,1266639
1993pb03,11,1445147
1993pb04,115,1243070
1993pb05,1,623038
1993pb06,11,114868
1993pb07,63,718517
1994,11,1016193
1994,63,1016193
1994,156,1016193
1994,5,1016193
1994,1,1016193
1995pb01,19,652563
1995pb02,14,1203526
1995pb03,108,1296860
1995pb04,50,1078267
1995pb05,233,431713
1996pb01,115,179594
1996pb02,11,218375
1996pb03,77,693227
1997,110,556242
1997,153,556242
1997,34,556242
1997,115,556242
1997,88,556242
1997,1,556242
1998stk01,0,
2003,11,1302388
2003,88,1302388
2003pb01,88,1306663
2003pb02,88,101342
2003pb03,11,1406166
2003pb04,88,1337602
2003pb05,88,1187353
2006pb01,11,1406700
2007,11,1097526
2008,68,853762
2010,120,846058
2012,95,271896
2016,11,281455
2017pb01,11,125575
2017pb02,77,727578
2018pb01,90,1447109
2019pb01,1,20757
2019pb02,1,791855
2019pb03,1,672262
2019pb04,1,1327339
2019pb05,1,97173
2019pb06,1,421075
2019pb07,5,276800
2019pb08,1,211281
2019pb09,1,767054
2019pb10,1,488029
2019pb11,1,386757
2019pb12,1,556629
2019pb13,1,1275952
2032,7,930673
2032,36,930673
2032,86,930673
2032,3,930673
2032c01pb01,42,969815
2032c01pb02,110,658149
2032pb01,86,561660
2033,10,527984
2033,86,527984
2033,3,527984
2033c01,95,
2033c01,3,
2034,3,388299
2039,11,338129
2039,7,338129
2039,8,338129
2039,85,338129
2039,10,338129
2039,6,338129
2039,40,338129
2039,23,338129
2039,5,338129
2039,2,338129
2039,43,338129
2039,1,338129
2039,3,338129
2040,160,325730
2046,11,842120
2046,31,842120
2046,23,842120
2046,56,842120
2064stk01,0,
2121,5,571584
2123,11,25104
2125c00pb001,152,1386284
2125c00pb002,55,1233740
2125c00pb003,105,1034174
2125c00pb004,105,409830
2125c00pb004,3,409830
2125c00pb005,34,443976
2125c00pb006,157,1307405
2125c00pb007,2,1405842
2125c00pb008,156,1280171
2125c00pb009,48,1198381
2125c00pb010,1,94611
2125c00pb011,2,644082
2125c00pb012,153,939637
2125c00pb013,11,553954
2125c00pb014,63,255810
2126stk01,0,
2129stk01,0,
2130,34,634064
2130,3,634064
2135,89,404892
2135,39,404892
2135,4,404892
2135,115,404892
2136pb01,68,361736
2136pb02,120,1202765
2136pb03,11,415540
2136pb04,2,1015906
2136pb05,68,433153
2136pb06,120,144027
2136pb07,11,143785
2137pb01,11,1068286
2137pb02,88,626144
2137pb03,103,863517
2137pb04,2,677099
2137pb05,2,1274618
2140stk01,0,
2142,11,1071381
2142,36,1071381
2142,85,1071381
2142,115,1071381
2142,88,1071381
2142,2,1071381
2142,3,1071381
2143,158,50721
2144,115,1367293
2144,50,1367293
2144,15,1367293
2145,5,628775
2145,1,628775
2145,3,628775
2147c01,47,663516
2147c01,5,663516
2147c02,47,967545
2147c03,47,637368
2147stk01,0,
2148,11,1357376
2148stk01,0,
2149,108,932862
2149,15,932862
2149,98,932862
2149,19,932862
2149stk01,0,
2150stk01,0,
2153stk01,0,
2155,1,90171
2156,36,99564
2156,10,99564
2156,4,99564
2159,11,978266
2159,66,978266
2159,5,978266
2159,3,978266
2160stk01,0,
2160stk02,0,
2161stk01,0,
2161stk02,0,
2162stk01,0,
2164,36,116442
2164,42,116442
2164,5,116442
2164,3,116442
2169,1,152593
2169pb01,11,116994
2186,1,103311
2186a,1,1265596
2186b,1,262709
2186c,1,66411
2186d,1,739446
2186e,1,120773
2187,11,751916
2187,7,751916
2187,36,751916
2187,153,751916
2187,89,751916
2187,5,751916
2187,1,751916
2187pb01,36,851548
2187pb02,153,1237116
2187pb03,5,646766
2188,11,922561
2188,7,922561
2188,36,922561
2188,110,922561
2188,153,922561
2188,63,922561
2188,5,922561
2188,1,922561
2199,6,414125
2200,1,120821
2205,36,710145
2205,63,710145
2205,66,710145
2205,5,710145
2205,1,710145
2205,3,710145
2206,11,686498
2206,36,686498
2206,63,686498
2206,66,686498
2206,5,686498
2206,1,686498
2206,3,686498
2211c01,38,176800
2212,7,486226
2212,4,486226
2212,3,486226
2214,11,132712
2214,7,132712
2214,110,132712
2214,47,132712
2214,95,132712
2214,4,132712
2214,66,132712
2214,5,132712
2214,1,132712
2214,3,132712
2218c01,6,373484
2218c01,5,373484
2218c02,6,2075
2218c04,7,817854
2218c04,5,817854
2218c05pb01,1,901156
2222,68,598584
2222,95,598584
2222,4,598584
2222,66,598584
2222,5,598584
2222,3,598584
2223,11,59621
2223,3,59621
2224,85,285082
2224,10,285082
2224,66,285082
2224,5,285082
2224,88,285082
2224,3,285082
2229,11,1272755
2229,167,1272755
2230,7,782404
2230,5,782404
2230,1,782404
2230c01pb01,5,
2230c01pb03,7,
2231,7,724631
2231,5,724631
2231,1,724631
2234,11,297881
2235c01,7,382014
2235c01,5,382014
2235pb03,1,564160
2252,11,461818
2252,3,461818
2254stk01,0,
2257c01pb01,10,520460
2257c01pb01,24,520460
2259c01pb01,3,379035
2259c01pb02,3,520440
2259stk01,0,
2263pb01,9,804543
2269c01pb01,110,669629
2269c01pb01,29,669629
2269c01pb01,31,669629
2269c01pb02,31,75255
2269c01pb03,11,131075
2276px1,10,610575
2276px1,24,610575
2278pb01,3,985669
2278pb02,3,254163
2279pb01,1,901661
2281px1,11,37120
2281px1,8,37120
2281px2,11,85462
2284pb01,6,67758
2291,11,477914
2291,7,477914
2291,36,477914
2291,110,477914
2291,103,477914
2291,8,477914
2291,63,477914
2291,59,477914
2291,6,477914
2291,86,477914
2291,9,477914
2291,42,477914
2291,150,477914
2291,5,477914
2291,2,477914
2291,99,477914
2291,1,477914
2291,3,477914
2291,158,477914
2291pb01,2,432783
2291pb02,3,271988
2291pb03,3,839796
2291pb04,3,556038
2291pb05,3,445117
2291pb06,36,952139
2292c01,42,413958
2292c01,5,413958
2292c02,7,997375
2292c02,95,997375
2292c02,66,997375
2292c02,5,997375
2292c03,119,160196
2292c04,42,933398
2292c06,7,997375
2292c06,95,997375
2292c06,154,997375
2292c06,66,997375
2292c06,5,997375
2294,1,412494
2296pb01,6,603467
2299c01pb01,11,643201
2300,11,220600
2300,7,220600
2300,36,220600
2300,110,220600
2300,8,220600
2300,63,220600
2300,85,220600
2300,68,220600
2300,231,220600
2300,6,220600
2300,86,220600
2300,9,220600
2300,33,220600
2300,245,220600
2300,42,220600
2300,73,220600
2300,28,220600
2300,4,220600
2300,5,220600
2300,88,220600
2300,55,220600
2300,2,220600
2300,99,220600
2300,49,220600
2300,43,220600
2300,1,220600
2300,3,220600
2300pb002,1,388354
2300pb003,55,753987
2300pb004,2,943392
2300pb005,7,603473
2300pb007,36,421306
2300pb008,1,384634
2300pb009,3,120084
2300pb010,110,418681
2300pb011,110,543830
2300pb012,1,53483
2301,11,937605
2301,7,937605
2301,36,937605
2301,110,937605
2301,103,937605
2301,68,937605
2301,39,937605
2301,6,937605
2301,86,937605
2301,71,937605
2301,42,937605
2301,5,937605
2301,43,937605
2301,3,937605
2301pb01,42,268548
2302,11,772784
2302,7,772784
2302,36,772784
2302,110,772784
2302,103,772784
2302,104,772784
2302,220,772784
2302,153,772784
2302,47,772784
2302,89,772784
2302,59,772784
2302,231,772784
2302,39,772784
2302,6,772784
2302,154,772784
2302,152,772784
2302,86,772784
2302,34,772784
2302,71,772784
2302,156,772784
2302,42,772784
2302,150,772784
2302,4,772784
2302,5,772784
2302,88,772784
2302,167,772784
2302,2,772784
2302,43,772784
2302,1,772784
2302,3,772784
2302,158,772784
2302pb01,36,632094
2302pb02,5,977934
2302pb03,7,76890
2302pb03,36,76890
2302pb03,89,76890
2302pb03,3,76890
2302pb04,7,80709
2302pb05,4,908033
2302pb06,7,821652
2302pb07,156,879414
2302pb08,3,726043
2302pb09,3,958710
2302pb10,104,732634
2302pb11,3,171505
2302pb13,7,963252
2302pb13,3,963252
2302pb14,1,30170
2302pb15,156,287726
2302pb16L,47,337721
2302pb16R,47,926480
2302pb17L,5,348277
2302pb17R,5,41150
2302pb18,220,1391368
2302pb19,1,1135589
2302pb20,36,1013558
2310,11,625351
2310,105,625351
2310,63,625351
2310,85,625351
2310,89,625351
2310,69,625351
2310,6,625351
2310,86,625351
2310,156,625351
2310,157,625351
2310,88,625351
2310,48,625351
2310,1,625351
2310,3,625351
2312c01,7,839584
2312c01,5,839584
2312c02,7,101305
2312c02,6,101305
2312c02,3,101305
2312c03,88,737949
2318c01,86,33618
2318c01,66,33618
2318c01,1,33618
2318c02,86,112252
2318c03,66,566366
2318c03,1,566366
2318c04,66,845421
2319c01,5,417237
2320c01,10,804969
2325,152,834947
2332,7,75346
2332,33,75346
2332,42,75346
2332,5,75346
2332,2,75346
2332,3,75346
2332b,3,228631
2332c01,5,
2332c02,5,
2332c03,33,
2332c04,42,
2334c01pb02,1,978350
2334c02pb01,1,578251
2334c03pb01,31,939857
2334c03pb02,11,33681
2334c03pb03,3,55052
2334c03pb04,29,41162
2334c03pb05,31,770630
2335,11,925232
2335,7,925232
2335,110,925232
2335,8,925232
2335,85,925232
2335,10,925232
2335,59,925232
2335,69,925232
2335,6,925232
2335,86,925232
2335,9,925232
2335,33,925232
2335,34,925232
2335,4,925232
2335,5,925232
2335,88,925232
2335,2,925232
2335,15,925232
2335,1,925232
2335,3,925232
2335p01,1,107968
2335p02,1,311951
2335p03,1,422770
2335p30,1,741096
2335p44,5,931901
2335pb001,7,773714
2335pb002,1,939149
2335pb003,1,736871
2335pb004,9,190966
2335pb005,5,170487
2335pb006,11,959522
2335pb006,86,959522
2335pb008,1,453308
2335pb013,5,584246
2335pb030,1,372423
2335pb063,1,250217
2335pb075,11,912071
2335pb100,11,826788
2335pb107,3,616718
2335pb129,1,588677
2335pb130,1,137046
2335pb131,1,686647
2335pb139,1,861655
2335pb143,1,30399
2335pb175,1,887805
2335pb182,59,444817
2335pb195,1,96534
2335pb212,1,214923
2335pb250,1,38402
2335pb252,86,122729
2335px1,11,92946
2335px10,9,956321
2335px13,1,566069
2335px16,10,930978
2335px21,1,52029
2335px4,1,230546
2335px7,11,27010
2336,11,398900
2336,7,398900
2336,8,398900
2336,10,398900
2336,6,398900
2336,9,398900
2336,4,398900
2336,5,398900
2336,2,398900
2336,1,398900
2336,3,398900
2336pb01,11,439197
2337,11,262368
2337,9,262368
2337,13,262368
2337,16,262368
2337,18,262368
2337,19,262368
2338,11,672773
2338,7,672773
2338,6,672773
2338,4,672773
2338,5,672773
2338,1,672773
2338,3,672773
2339,11,853514
2339,7,853514
2339,8,853514
2339,63,853514
2339,85,853514
2339,120,853514
2339,10,853514
2339,89,853514
2339,59,853514
2339,69,853514
2339,39,853514
2339,6,853514
2339,154,853514
2339,86,853514
2339,9,853514
2339,157,853514
2339,150,853514
2339,5,853514
2339,88,853514
2339,2,853514
2339,1,853514
2339,3,853514
2340,11,708421
2340,7,708421
2340,110,708421
2340,63,708421
2340,85,708421
2340,10,708421
2340,68,708421
2340,39,708421
2340,6,708421
2340,86,708421
2340,9,708421
2340,71,708421
2340,156,708421
2340,4,708421
2340,5,708421
2340,88,708421
2340,2,708421
2340,1,708421
2340,3,708421
2341,11,392659
2341,7,392659
2341,110,392659
2341,104,392659
2341,85,392659
2341,89,392659
2341,59,392659
2341,86,392659
2341,9,392659
2341,71,392659
2341,156,392659
2341,4,392659
2341,5,392659
2341,48,392659
2341,2,392659
2341,1,392659
2341,3,392659
2341pb03,86,750922
2341pb04,5,124140
2342,11,394033
2342,7,394033
2342,8,394033
2342,10,394033
2342,39,394033
2342,6,394033
2342,9,394033
2342,2,394033
2342,3,394033
2343,11,300678
2343,7,300678
2343,8,300678
2343,10,300678
2343,68,300678
2343,47,300678
2343,95,300678
2343,6,300678
2343,86,300678
2343,9,300678
2343,34,300678
2343,115,300678
2343,5,300678
2343,2,300678
2343,12,300678
2343,14,300678
2343,20,300678
2343,15,300678
2343,16,300678
2343,18,300678
2343,17,300678
2343,19,300678
2343,1,300678
2343,3,300678
2345,11,288020
2345,8,288020
2345,10,288020
2345,86,288020
2345,9,288020
2345,5,288020
2345,1,288020
2345,3,288020
2345p01,5,200822
2345pb01,9,282392
2345pb05,86,398798
2345pb05,9,398798
2346,11,229915
2346,9,229915
2346,60,229915
2347,3,8388
2348b,12,338499
2348b,14,338499
2348b,15,338499
2349,11,892724
2349,7,892724
2349,8,892724
2349,47,892724
2349,6,892724
2349,9,892724
2349,5,892724
2349,2,892724
2349,1,892724
2349,3,892724
2350b,5,580335
2351,11,42602
2351,7,42602
2351,9,42602
2351,5,42602
2351,1,42602
2351,3,42602
2352b,11,131536
2352b,7,131536
2352b,5,131536
2352b,56,131536
2352b,1,131536
2352b,3,131536
2354,110,865112
2354,5,865112
2354,3,865112
2356,11,808708
2356,7,808708
2356,85,808708
2356,10,808708
2356,6,808708
2356,86,808708
2356,9,808708
2356,32,808708
2356,5,808708
2356,48,808708
2356,2,808708
2356,43,808708
2356,1,808708
2356,3,808708
2357,11,682375
2357,7,682375
2357,36,682375
2357,110,682375
2357,8,682375
2357,63,682375
2357,85,682375
2357,120,682375
2357,10,682375
2357,80,682375
2357,68,682375
2357,47,682375
2357,89,682375
2357,59,682375
2357,69,682375
2357,6,682375
2357,154,682375
2357,152,682375
2357,86,682375
2357,91,682375
2357,9,682375
2357,90,682375
2357,32,682375
2357,33,682375
2357,34,682375
2357,72,682375
2357,71,682375
2357,156,682375
2357,42,682375
2357,37,682375
2357,157,682375
2357,31,682375
2357,73,682375
2357,28,682375
2357,155,682375
2357,4,682375
2357,61,682375
2357,66,682375
2357,5,682375
2357,88,682375
2357,55,682375
2357,48,682375
2357,58,682375
2357,2,682375
2357,12,682375
2357,15,682375
2357,51,682375
2357,96,682375
2357,172,682375
2357,1,682375
2357,3,682375
2357,158,682375
2358p02,6,201367
2358pb04,9,602093
2359px1,2,909092
2359px3,6,538506
2362,11,
2362,86,
2362,13,
2362,12,
2362,1,
2362a,11,121256
2362a,9,121256
2362a,13,121256
2362a,12,121256
2362a,14,121256
2362a,20,121256
2362a,15,121256
2362a,16,121256
2362a,51,121256
2362b,11,356018
2362b,8,356018
2362b,10,356018
2362b,86,356018
2362b,9,356018
2362b,88,356018
2362b,13,356018
2362b,12,356018
2362b,1,356018
2362b,3,356018
2364c01,7,81544
2364c01,6,81544
2364c01,4,81544
2364px1,6,620488
2375,11,498475
2375,7,498475
2375,5,498475
2376,11,201801
2376,7,201801
2376,6,201801
2376,5,201801
2376,1,201801
2376,3,201801
2377,11,878071
2377,8,878071
2377,85,878071
2377,10,878071
2377,6,878071
2377,86,878071
2377,9,878071
2377,4,878071
2377,23,878071
2377,5,878071
2377,2,878071
2377,1,878071
2377,3,878071
2383c02,1,
2383c03,1,
2383c04,1,
2383c05,1,
2383c07,1,
2383c08,1,
2387,11,886358
2387,36,886358
2387,110,886358
2387,104,886358
2387,153,886358
2387,63,886358
2387,85,886358
2387,39,886358
2387,6,886358
2387,86,886358
2387,34,886358
2387,71,886358
2387,4,886358
2387,5,886358
2387,167,886358
2387,13,886358
2387,12,886358
2387,17,886358
2387,1,886358
2387,3,886358
2387pb001,11,956697
2388,34,42916
2389,11,1166811
2389,36,1166811
2389,110,1166811
2389,104,1166811
2389,153,1166811
2389,63,1166811
2389,85,1166811
2389,39,1166811
2389,6,1166811
2389,86,1166811
2389,34,1166811
2389,71,1166811
2389,4,1166811
2389,5,1166811
2389,167,1166811
2389,13,1166811
2389,12,1166811
2389,17,1166811
2389,1,1166811
2389,3,1166811
2389pb001,11,753085
2390,34,264524
2391,11,295722
2391,85,295722
2391,6,295722
2391,86,295722
2391,5,295722
2391,167,295722
2391,1,295722
2391,3,295722
2392,4,481100
2393,11,236121
2393,86,236121
2395,11,847224
2395,110,847224
2395,153,847224
2395,85,847224
2395,39,847224
2395,6,847224
2395,86,847224
2395,34,847224
2395,4,847224
2395,5,847224
2395,167,847224
2395,55,847224
2395,1,847224
2395,3,847224
2397,11,919887
2397,7,919887
2397,85,919887
2397,59,919887
2397,6,919887
2397,154,919887
2397,86,919887
2397,9,919887
2397,71,919887
2397,156,919887
2397,4,919887
2397,5,919887
2397,2,919887
2397,19,919887
2397,1,919887
2397,3,919887
2399,11,63224
2399,7,63224
2399,8,63224
2399,10,63224
2399,39,63224
2399,6,63224
2399,9,63224
2399,72,63224
2399,5,63224
2399,2,63224
2399,1,63224
2399,3,63224
2400,11,960479
2400,8,960479
2400,6,960479
2400,5,960479
2400,1,960479
2400,3,960479
2401,11,736712
2401,7,736712
2401,6,736712
2401,9,736712
2401,5,736712
2401,2,736712
2401,14,736712
2401,20,736712
2401,18,736712
2401,17,736712
2401,19,736712
2401,1,736712
2401,3,736712
2403,11,1273941
2403,110,1273941
2403,153,1273941
2403,85,1273941
2403,39,1273941
2403,6,1273941
2403,86,1273941
2403,34,1273941
2403,4,1273941
2403,5,1273941
2403,167,1273941
2403,55,1273941
2403,1,1273941
2403,3,1273941
2405,86,1264722
2408,12,569030
2408,14,569030
2408,1,569030
2409,12,619997
2409,14,619997
2409,20,619997
2412b,11,363948
2412b,7,363948
2412b,110,363948
2412b,8,363948
2412b,21,363948
2412b,22,363948
2412b,153,363948
2412b,63,363948
2412b,85,363948
2412b,10,363948
2412b,80,363948
2412b,68,363948
2412b,89,363948
2412b,59,363948
2412b,39,363948
2412b,95,363948
2412b,46,363948
2412b,6,363948
2412b,86,363948
2412b,9,363948
2412b,34,363948
2412b,72,363948
2412b,42,363948
2412b,150,363948
2412b,65,363948
2412b,67,363948
2412b,155,363948
2412b,4,363948
2412b,115,363948
2412b,66,363948
2412b,24,363948
2412b,5,363948
2412b,88,363948
2412b,55,363948
2412b,48,363948
2412b,58,363948
2412b,2,363948
2412b,12,363948
2412b,14,363948
2412b,15,363948
2412b,74,363948
2412b,16,363948
2412b,18,363948
2412b,98,363948
2412b,17,363948
2412b,19,363948
2412b,1,363948
2412b,3,363948
2413,11,267439
2413,7,267439
2413,8,267439
2413,85,267439
2413,10,267439
2413,47,267439
2413,89,267439
2413,69,267439
2413,6,267439
2413,86,267439
2413,9,267439
2413,5,267439
2413,88,267439
2413,2,267439
2413,14,267439
2413,1,267439
2413,3,267439
2415,86,511591
2415,9,511591
2415c01,9,
2417,7,130176
2417,36,130176
2417,110,130176
2417,104,130176
2417,63,130176
2417,80,130176
2417,68,130176
2417,89,130176
2417,59,130176
2417,6,130176
2417,154,130176
2417,34,130176
2417,71,130176
2417,156,130176
2417,157,130176
2417,4,130176
2417,48,130176
2417,1,130176
2417,158,130176
2418a,16,963904
2418b,9,396091
2418b,5,396091
2418b,13,396091
2418b,14,396091
2418b,20,396091
2418b,16,396091
2418b,18,396091
2418b,1,396091
2418bpb01,20,431478
2418bpb02,16,136697
2418bpx1,16,210680
2419,11,919162
2419,7,919162
2419,104,919162
2419,8,919162
2419,63,919162
2419,85,919162
2419,10,919162
2419,80,919162
2419,68,919162
2419,47,919162
2419,89,919162
2419,59,919162
2419,69,919162
2419,6,919162
2419,86,919162
2419,9,919162
2419,34,919162
2419,71,919162
2419,150,919162
2419,4,919162
2419,5,919162
2419,55,919162
2419,48,919162
2419,2,919162
2419,13,919162
2419,14,919162
2419,20,919162
2419,15,919162
2419,18,919162
2419,51,919162
2419,17,919162
2419,19,919162
2419,1,919162
2419,3,919162
2420,11,45054
2420,7,45054
2420,110,45054
2420,8,45054
2420,63,45054
2420,85,45054
2420,120,45054
2420,10,45054
2420,80,45054
2420,68,45054
2420,47,45054
2420,89,45054
2420,59,45054
2420,69,45054
2420,39,45054
2420,6,45054
2420,154,45054
2420,86,45054
2420,9,45054
2420,34,45054
2420,72,45054
2420,71,45054
2420,156,45054
2420,42,45054
2420,157,45054
2420,150,45054
2420,31,45054
2420,67,45054
2420,155,45054
2420,4,45054
2420,115,45054
2420,66,45054
2420,5,45054
2420,88,45054
2420,55,45054
2420,48,45054
2420,2,45054
2420,1,45054
2420,3,45054
2421,11,314521
2421,7,314521
2421,8,314521
2421,10,314521
2421,6,314521
2421,86,314521
2421,9,314521
2421,5,314521
2421,2,314521
2421,16,314521
2421,18,314521
2421,3,314521
2422,11,981386
2422,1,981386
2422,3,981386
2423,11,5533
2423,103,5533
2423,104,5533
2423,63,5533
2423,120,5533
2423,68,5533
2423,47,5533
2423,89,5533
2423,59,5533
2423,6,5533
2423,154,5533
2423,34,5533
2423,71,5533
2423,156,5533
2423,157,5533
2423,155,5533
2423,4,5533
2423,5,5533
2423,48,5533
2423,1,5533
2423,3,5533
2424,11,51233
2424,1,51233
2428,5,552735
2429,11,333024
2429,7,333024
2429,8,333024
2429,85,333024
2429,10,333024
2429,80,333024
2429,59,333024
2429,6,333024
2429,86,333024
2429,9,333024
2429,72,333024
2429,23,333024
2429,5,333024
2429,88,333024
2429,55,333024
2429,2,333024
2429,1,333024
2429,3,333024
2429c01,11,867490
2429c01,7,867490
2429c01,105,867490
2429c01,110,867490
2429c01,103,867490
2429c01,8,867490
2429c01,63,867490
2429c01,85,867490
2429c01,10,867490
2429c01,80,867490
2429c01,68,867490
2429c01,47,867490
2429c01,59,867490
2429c01,69,867490
2429c01,6,867490
2429c01,86,867490
2429c01,9,867490
2429c01,90,867490
2429c01,34,867490
2429c01,156,867490
2429c01,4,867490
2429c01,5,867490
2429c01,88,867490
2429c01,55,867490
2429c01,48,867490
2429c01,2,867490
2429c01,1,867490
2429c01,3,867490
2430,11,598412
2430,7,598412
2430,8,598412
2430,85,598412
2430,10,598412
2430,80,598412
2430,59,598412
2430,6,598412
2430,86,598412
2430,9,598412
2430,23,598412
2430,5,598412
2430,88,598412
2430,55,598412
2430,2,598412
2430,1,598412
2430,3,598412
2431,11,853045
2431,7,853045
2431,36,853045
2431,105,853045
2431,110,853045
2431,103,853045
2431,104,853045
2431,8,853045
2431,220,853045
2431,153,853045
2431,63,853045
2431,85,853045
2431,120,853045
2431,10,853045
2431,80,853045
2431,68,853045
2431,47,853045
2431,89,853045
2431,59,853045
2431,69,853045
2431,39,853045
2431,162,853045
2431,6,853045
2431,154,853045
2431,152,853045
2431,86,853045
2431,9,853045
2431,90,853045
2431,26,853045
2431,33,853045
2431,34,853045
2431,72,853045
2431,71,853045
2431,156,853045
2431,42,853045
2431,157,853045
2431,76,853045
2431,150,853045
2431,31,853045
2431,241,853045
2431,65,853045
2431,67,853045
2431,368,853045
2431,28,853045
2431,155,853045
2431,4,853045
2431,115,853045
2431,66,853045
2431,5,853045
2431,88,853045
2431,167,853045
2431,55,853045
2431,48,853045
2431,229,853045
2431,223,853045
2431,87,853045
2431,2,853045
2431,251,853045
2431,108,853045
2431,13,853045
2431,12,853045
2431,14,853045
2431,15,853045
2431,16,853045
2431,98,853045
2431,51,853045
2431,17,853045
2431,1,853045
2431,3,853045
2431,158,853045
2431p02,1,885547
2431p12,1,780917
2431p52,3,454577
2431p79,9,559272
2431p79,1,559272
2431pb0022,2,352213
2431pb0043,88,493700
2431pb0050,3,957006
2431pb0159,88,351479
2431pb0160,88,243804
2431pb0161,48,524969
2431pb0162,5,728951
2431pb0163,5,695616
2431pb0164,86,958563
2431pb0165,5,341426
2431pb0166,5,547228
2431pb0167,48,816858
2431pb0168,5,447455
2431pb0174L,1,840204
2431pb0174R,1,640915
2431pb0181,5,645358
2431pb0182,48,533840
2431pb0183,48,258542
2431pb0190,7,537390
2431pb0191,7,388694
2431pb0192,1,983845
2431pb0207,5,427082
2431pb0208,7,408802
2431pb0209,5,766000
2431pb0243,88,971127
2431pb0325,5,
2431pb0333,85,638840
2431pb0334,1,957761
2431pb0339,86,817802
2431pb0341,3,469099
2431pb0342,86,983209
2431pb0366,2,342728
2431pb0369,1,315509
2431pb0370,1,42087
2431pb0407,59,338132
2431pb0415,150,314069
